"11:...试卷，不低碳不说，还严重损伤了孩子们的身体健康和心理，如果你[走]进学生们的心里，他们心中从来没有爱国二个字.北京精神在学生们心...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
",进学生们的心里，他们心中从来没有爱国二个字.北京精神在学生们心...,进(v),学生们(n),的(u),心里(s),，(w),他们(r),心中(s),从来没有(v),爱国(vn),二个(m),字(n),.(w),北京(ns),精神(n),在(p),学生们(n),心(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12:...他的就更不用说了。也就是说，只有一部分人能找到工作。而通过""[走]后门""等方式进入工作单位的现象又很严重。这样，如果采用素质教育...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
","后门""等方式进入工作单位的现象又很严重。这样，如果采用素质教育...",后门(n),"""(w)",等(u),方式(n),进入(v),工作单位(n),的(u),现象(n),又(d),很(d),严重(a),。(w),这样(r),，(w),如果(c),采用(v),素质教育(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13:...列数据表明：体质上，男孩在视力不良、超重、肥胖发生率方面持续[走]高，呈现""胖无力""特征，健康持续恶化；心理上，男孩更容易染上各...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
","高，呈现""胖无力""特征，健康持续恶化；心理上，男孩更容易染上各...",高(a),，(w),呈现(v),"""(w)",胖(a),无力(vn),"""(w)",特征(n),，(w),健康(ad),持续(vd),恶化(v),；(w),心理(n),上(f),，(w),男孩(n),更容易(ad),染上(v),各(r),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14:...十九世纪相比进步很多，但教学上基本上冲不破学生被老师牵着鼻子[走]的怪圈。更为严重的是，所学的知识实用化大打折扣，功利性不断增强...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
",的怪圈。更为严重的是，所学的知识实用化大打折扣，功利性不断增强...,的(u),怪圈(n),。(w),更为(d),严重(a),的(u),是(v),，(w),所学(v),的(u),知识(n),实用化(vn),大(ad),打折扣(v),，(w),功利性(n),不断(d),增强(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15:...水中再学，浪费了自己、耗费了家庭，减缓了个人的发展。即便那些[走]过独木桥的学生，也有的在挤独木桥过程中心理也发生了畸形，对今后...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
",过独木桥的学生，也有的在挤独木桥过程中心理也发生了畸形，对今后...,过(v),独木桥(n),的(u),学生(n),，(w),也有(v),的(u),在(d),挤(v),独木桥(n),过程(n),中(f),心理(n),也(d),发生(v),了(u),畸形(n),，(w),对(p),今后(t),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16:...要发扬""雷锋精神""，有的甚至想尽办法窃题、把学习不好的学生赶[走](甚至对不好的学生采用体罚等""惩罚""），这难道不是教师心理的变...		  【文件名:\当代\CWAC\AEE0003.txt	文章标题:	作者:】
","(甚至对不好的学生采用体罚等""惩罚""），这难道不是教师心理的变...",((w),甚至(d),对(p),不好(a),的(u),学生(n),采用(v),体罚(vn),等(u),"""(w)",惩罚(vn),"""(w)",）(w),，(w),这(r),难道(d),不是(v),教师(n),心理(n),的(u),变(vn),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17:　　耗散结构理论认为，只有开放系统才可能[走]向有序(进化)，封闭系统只可能[走]向无序(退化)。一个社会系统只有与外界不断交换物质、能量、信息...		  【文件名:\当代\CWAC\AEE0004.txt	文章标题:	作者:】
",向有序(进化)，封闭系统只可能[走]向无序(退化)。一个社会系统只有与外界不断交换物质、能量、信息...,向(p),有序(an),((w),进化(vn),)(w),，(w),封闭(vn),系统(n),只(d),可能(v),[(w),走(v),](w),向(p),无序(vd),((w),退化(v),)(w),。(w),一个(m),社会(n),系统(n),只有(c),与(p),外界(n),不断(ad),交换(v),物质(n),、(w),能量(n),、(w),信息(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18:　　一、从传统[走]来：现代教育之兴起		  【文件名:\当代\CWAC\AEE0004.txt	文章标题:	作者:】
",来：现代教育之兴起,来(v),：(w),现代(t),教育(vn),之(u),兴起(vn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19:...》）都提出了传统的学校教育体制必然为终身教育体制所代替，最终[走]向""学习化社会""的发展方向。这对继续教育、成人教育研究持久地发...		  【文件名:\当代\CWAC\AEE0006.txt	文章标题:	作者:】
","向""学习化社会""的发展方向。这对继续教育、成人教育研究持久地发...",向(p),"""(w)",学习(v),化(v),社会(n),"""(w)",的(u),发展(vn),方向(n),。(w),这(r),对(p),继续教育(),、(w),成人(n),教育(vn),研究(vn),持久(a),地(u),发(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20:...照上述阶段顺序发展的’很少发现超越顺序的现象，因此每个人都要[走]过“避免惩罚与服从”这一道德发展的早期阶段;其二,儿童青少年在...		  【文件名:\当代\CWAC\AEJ0007.txt	文章标题:	作者:】
","过“避免惩罚与服从”这一道德发展的早期阶段;其二,儿童青少年在...",过(v),“(w),避免(v),惩罚(vn),与(c),服从(vn),”(w),这(r),一(m),道德(n),发展(vn),的(u),早期(t),阶段(n),;(w),其二(r),",(w)",儿童(n),青少年(n),在(p),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21:...教育的现象和发展规律,教育方针、政策、法律、法规就会落空或“[走]偏”。		  【文件名:\当代\CWAC\AEJ0008.txt	文章标题:	作者:】
",偏”。,偏(a),”(w),。(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22:...梗阻，使大量有志于成为高层次应用型人才的生源止步于此,而去改[走]普通教育之路。而这又不可避免地加大普通教育的压力,使其不堪重负...		  【文件名:\当代\CWAC\AEJ0008.txt	文章标题:	作者:】
","普通教育之路。而这又不可避免地加大普通教育的压力,使其不堪重负...",普通(a),教育(vn),之路(n),。(w),而(c),这(r),又(d),不可(v),避免(v),地(u),加大(v),普通(a),教育(n),的(u),压力(n),",(w)",使(v),其(r),不堪重负(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23:[9] 张振元.[走]出“全知化”的误区[J].教育与职业,2004 (202-5.		  【文件名:\当代\CWAC\AEJ0008.txt	文章标题:	作者:】
","出“全知化”的误区[J].教育与职业,2004",出(v),“(w),全知(n),化(v),”(w),的(u),误区(n),[(w),J(xc),](w),.(w),教育(vn),与(c),职业(n),",(w)",2004(m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24:...性不强,缺乏核心大法的困境。只有如此,才能使中国特殊教育真正[走]到依法治教的轨道上。		  【文件名:\当代\CWAC\AEJ0009.txt	文章标题:	作者:】
",到依法治教的轨道上。,到(v),依法治教(vn),的(u),轨道(n),上(f),。(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25:...育必须从娃娃抓起"",是时代和社会的需要。培养情感智慧更是教育[走]向成功的起步。		  【文件名:\当代\CWAC\AEJ0010.txt	文章标题:	作者:】
",向成功的起步。,向(p),成功(a),的(u),起步(vn),。(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26:...的决定作用主要表现在,能自我安慰、摆脱焦虑、灰暗或不安,很快[走]出生命的低潮、重新出发。人能否通过对自己的情绪有效控制,而这些...		  【文件名:\当代\CWAC\AEJ0010.txt	文章标题:	作者:】
","出生命的低潮、重新出发。人能否通过对自己的情绪有效控制,而这些...",出(v),生命(n),的(u),低潮(n),、(w),重新(d),出发(v),。(w),人(n),能否(v),通过(p),对(p),自己(r),的(u),情绪(n),有效(ad),控制(v),",(w)",而(c),这些(r),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27:...方面能力匮乏的人常常要与低落的情绪交战,掌握自如的人则能很快[走]出情绪的低潮、重新出发。人的情绪是需要妥善管理的,这正如电和水...		  【文件名:\当代\CWAC\AEJ0010.txt	文章标题:	作者:】
","出情绪的低潮、重新出发。人的情绪是需要妥善管理的,这正如电和水...",出(v),情绪(n),的(u),低潮(n),、(w),重新(d),出发(v),。(w),人(n),的(u),情绪(n),是(v),需要(v),妥善(ad),管理(v),的(u),",(w)",这(r),正如(v),电(n),和(c),水(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29:...探究式、参与式教学，让学生学会学习。因材施教，推进分层教学、[走]班制、学分制等教学制度改革，让学生得到充分发展。城市学校要加强...		  【文件名:\当代\CWAC\AEJ0011.txt	文章标题:	作者:】
",班制、学分制等教学制度改革，让学生得到充分发展。城市学校要加强...,班制(nz),、(w),学分制(nz),等(u),教学(vn),制度(n),改革(vn),，(w),让(v),学生(n),得到(v),充分(a),发展(vn),。(w),城市(n),学校(n),要(v),加强(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30:...仅靠输人地本级政府来解决，可以考虑采取“教育券”这种“钱随人[走]”的方式，让输出地政府也承担一定的投人责任。[s]其三，扩大公...		  【文件名:\当代\CWAC\AEJ0011.txt	文章标题:	作者:】
",”的方式，让输出地政府也承担一定的投人责任。[s]其三，扩大公...,”(w),的(u),方式(n),，(w),让(v),输出地(n),政府(n),也(d),承担(v),一定(a),的(u),投(vn),人(n),责任(n),。(w),[(w),s(xc),](w),其三(r),，(w),扩大(v),公(a),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31:...业教育需求联姻，可以实现职业教育资源的最佳配置和效益最大化，[走]出一条具有中国特色的以城促乡、城乡互动的职业教育良性发展道路。...		  【文件名:\当代\CWAC\AEJ0011.txt	文章标题:	作者:】
",出一条具有中国特色的以城促乡、城乡互动的职业教育良性发展道路。...,出(v),一条(m),具有(v),中国(),特色(n),的(u),以(p),城(n),促(v),乡(n),、(w),城乡(n),互动(v),的(u),职业教育(n),良性(n),发展(v),道路(n),。(w),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32:...怎样使人活得更像一个人,它所确立的是人的生活原则和根本方向。[走]上道德所铺设的成人之道,偶然的人才可能转化为必然的人。		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","上道德所铺设的成人之道,偶然的人才可能转化为必然的人。",上(v),道德(n),所(u),铺设(v),的(u),成人(n),之(u),道(n),",(w)",偶然(a),的(u),人才(n),可能(v),转化(v),为(v),必然(a),的(u),人(n),。(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33:...彼岸世界的追寻,也没有对于上帝的绝对献身,但儒家却在引导人们[走]向神圣性的超越。这种神圣性表现为对于“人欲”的绝对克制与消弭,...		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","向神圣性的超越。这种神圣性表现为对于“人欲”的绝对克制与消弭,...",向(p),神圣性(n),的(u),超越(vn),。(w),这种(r),神圣性(n),表现(v),为(v),对于(p),“(w),人欲(n),”(w),的(u),绝对(a),克制(vn),与(c),消弭(vn),",(w)",.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34:...命活动并不是遵循着事先规定的路径去行进的。自然的造就只是使人[走]完了他一半的路,另一半则要人自己去[走],这另一半路也就是生活实践之路。只有通过生活实践,人才可能找到...		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","完了他一半的路,另一半则要人自己去[走],这另一半路也就是生活实践之路。只有通过生活实践,人才可能找到...",完(v),了(u),他(r),一半(m),的(u),路(n),",(w)",另一半(m),则(d),要(v),人(n),自己去(v),[(w),走(v),](w),",(w)",这(r),另一半(m),路(n),也(d),就是(v),生活(n),实践(vn),之路(n),。(w),只有(c),通过(p),生活(n),实践(vn),",(w)",人才(n),可能(v),找到(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35:...”的追求是永无止境、永无终极的。从某种意义来说,人只能是永远[走]在成人的路上,是一种永无终极的追求。		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","在成人的路上,是一种永无终极的追求。",在(p),成人(n),的(u),路上(s),",(w)",是(v),一种(m),永(d),无(v),终极(n),的(u),追求(vn),。(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36:...们企望自己成神时’他所遵行的是“天道”,而要成为人,当然就要[走]在“人道”——“成人之道”上,而道德则是人[走]上成人之道的应有之义。中国古代道家经典中的“道”意味着一种本然...		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","在“人道”——“成人之道”上,而道德则是人[走]上成人之道的应有之义。中国古代道家经典中的“道”意味着一种本然...",在(p),“(w),人道(nz),”(w),—(w),—(w),“(w),成人(n),之(u),道(n),”(w),上(f),",(w)",而(c),道德(n),则(d),是(v),人(n),[(w),走(v),](w),上(v),成人(n),之(u),道(n),的(u),应有(v),之(u),义(n),。(w),中国(),古代(t),道家(nz),经典(n),中(f),的(u),“(w),道(n),”(w),意味着(v),一种(m),本然(a),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37:...德意义的存在和生活方式,在它的导范下,人们选择去做某一种人,[走]某种生活的道路,摈弃和否定另外的选择。应该看到，以评价和反思方...		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","某种生活的道路,摈弃和否定另外的选择。应该看到，以评价和反思方...",某种(r),生活(n),的(u),道路(n),",(w)",摈弃(v),和(c),否定(v),另外(r),的(u),选择(vn),。(w),应该(v),看到(v),，(w),以(p),评价(vn),和(c),反思(vn),方(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38:...自为。客观的、自在的善和主观的、自觉的善相统一。人从自然性中[走]出来,[走]上了道德为他们铺设的成人之道,偶然的人成了必然的人。就每个个体...		  【文件名:\当代\CWAC\AEJ0013.txt	文章标题:	作者:】
","出来,[走]上了道德为他们铺设的成人之道,偶然的人成了必然的人。就每个个体...",出来(v),",(w)",[(w),走(v),](w),上(v),了(u),道德(n),为(p),他们(r),铺设(v),的(u),成人(n),之(u),道(n),",(w)",偶然(a),的(u),人(n),成(v),了(u),必然(a),的(u),人(n),。(w),就(d),每个(r),个体(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39:...特征现代社会对教育的基本需要看，可以认为教育同人类追求一步步[走]向解放的步伐是一致的。教育在人与社会的矛盾中实际致力、所当致力的是人的发展潜能的现实实现；教育的主题或主旨在于，启发人的生存觉醒和生存智慧，批判地审视现有的生存境况，明智地选择有可能、有意义的未来生存的[走]向，具有创造新的生活的意识与能力，不断寻求对生活现状和自身现状...		  【文件名:\当代\CWAC\AEM0016.txt	文章标题:	作者:】
",向解放的步伐是一致的。教育在人与社会的矛盾中实际致力、所当致力的是人的发展潜能的现实实现；教育的主题或主旨在于，启发人的生存觉醒和生存智慧，批判地审视现有的生存境况，明智地选择有可能、有意义的未来生存的[走]向，具有创造新的生活的意识与能力，不断寻求对生活现状和自身现状...,向解放(),的(u),步伐(n),是(v),一致(a),的(u),。(w),教育(n),在(p),人与社会(n),的(u),矛盾(n),中(f),实际(ad),致力(v),、(w),所(u),当(v),致力(v),的(u),是(v),人(n),的(u),发展(vn),潜能(n),的(u),现实(n),实现(v),；(w),教育(vn),的(u),主题(n),或(c),主旨(n),在于(v),，(w),启发(v),人(n),的(u),生存(vn),觉醒(vn),和(c),生存(vn),智慧(n),，(w),批判(v),地(u),审视(v),现有(a),的(u),生存(vn),境况(n),，(w),明智(a),地(u),选择(v),有(v),可能(n),、(w),有(v),意义(n),的(u),未来(t),生存(vn),的(u),[(w),走(v),](w),向(p),，(w),具有(v),创造(v),新的生活(n),的(u),意识(n),与(c),能力(n),，(w),不断(ad),寻求(v),对(p),生活(n),现状(n),和(c),自身(r),现状(n),.(w),.(w),.(w)
"40:...是人的生存与发展的历史，是人的社会实践的历史，是人追求解放与[走]向自由的历史。根据人的发展和解放的程度，我们可以把人类历史划分...		  【文件名:\当代\CWAC\AEM0016.txt	文章标题:	作者:】
",向自由的历史。根据人的发展和解放的程度，我们可以把人类历史划分...,向(p),自由(a),的(u),历史(n),。(w),根据(p),人的发展(),和(c),解放(vn),的(u),程度(n),，(w),我们(r),可以(v),把(p),人类(n),历史(n),划分(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41:...史，也是人的主体地位逐步得到肯定的历史，是人由偶然的个人逐步[走]向自由个性的历史。教育发展的历史同样充满了斗争和曲折，但从总体...		  【文件名:\当代\CWAC\AEM0016.txt	文章标题:	作者:】
",向自由个性的历史。教育发展的历史同样充满了斗争和曲折，但从总体...,向(p),自由(a),个性(n),的(u),历史(n),。(w),教育(vn),发展(vn),的(u),历史(n),同样(d),充满(v),了(u),斗争(vn),和(c),曲折(an),，(w),但(c),从(p),总体(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42:...重组之中，日益趋向一种最优化的组合--即交流使得各文化从单一[走]向多元化。多元化总是优于单一化，因为多元化包含了各单一化的优点...		  【文件名:\当代\CWAC\AEM0016.txt	文章标题:	作者:】
",向多元化。多元化总是优于单一化，因为多元化包含了各单一化的优点...,向(p),多元化(vn),。(w),多元化(vn),总是(d),优于(v),单一(ad),化(v),，(w),因为(p),多元化(vn),包含(v),了(u),各单(r),一化(v),的(u),优点(n),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43:...遍的实施和发展。如果把教育的相对独立性看作是绝对独立性，就会[走]向唯心主义和资产阶级的教育是""超政治""、""超阶级""的观点，就会...		  【文件名:\当代\CWAC\AEM0016.txt	文章标题:	作者:】
","向唯心主义和资产阶级的教育是""超政治""、""超阶级""的观点，就会...",向(p),唯心主义(nz),和(c),资产阶级(n),的(u),教育(vn),是(v),"""(w)",超(v),政治(n),"""(w)",、(w),"""(w)",超(v),阶级(n),"""(w)",的(u),观点(n),，(w),就会(v),.(w),.(w),.(w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
